index;Revenue;"Revenue Growth";"Gross Profit";"Gross Margin ";"Operating Profit";"Operating Margin ";"Earnings Per Share";"EPS Growth";"Dividends Per Share";"Dividend Growth";"Return on Assets";"Return on Equity";"Return on Invested Capital";ISIN;ticker
2015;20;26.3;15;73.8;6;28.4;0.28;1,043.3;0.15;50.0;34.4;48.0;45.4;FI0009010912;REG1V:FI
2016;23;15.7;17;71.0;7;30.1;0.23;-17.7;0.23;55.3;29.9;37.2;36.8;FI0009010912;REG1V:FI
2017;27;14.3;20;74.2;8;30.3;0.29;24.5;0.25;6.0;36.0;44.3;43.8;FI0009010912;REG1V:FI
2018;31;14.4;23;74.5;10;33.3;0.34;17.2;0.78;215.8;39.4;47.6;46.7;FI0009010912;REG1V:FI
2019;49;61.4;35;69.8;12;23.3;0.36;7.1;0.28;-64.1;14.2;22.7;16.8;FI0009010912;REG1V:FI
2020;61;23.4;43;71.0;18;29.6;0.50;38.5;0.30;7.1;11.9;19.9;14.1;FI0009010912;REG1V:FI
2021;79;29.0;56;70.8;23;28.9;0.65;29.4;0.32;6.7;14.5;23.4;17.5;FI0009010912;REG1V:FI
2012;2376;-0.1;1560;65.6;164;6.9;0.88;69.2;0.60;-45.5;3.5;9.4;7.9;FI0009007694;SANOMA:FI
2013;2084;-12.3;1388;66.6;-248;-11.9;-1.89;-314.8;0.60;-;-8.6;-23.0;-13.5;FI0009007694;SANOMA:FI
2014;1902;-8.7;1292;68.0;6;0.3;0.32;116.9;0.10;-83.3;1.8;4.9;2.3;FI0009007694;SANOMA:FI
2015;1717;-9.7;1190;69.3;-74;-4.3;-0.91;-384.4;0.20;100.0;-4.9;-12.8;-6.2;FI0009007694;SANOMA:FI
2016;1554;-9.5;1088;70.0;183;11.7;0.65;171.4;0.10;-50.0;4.1;10.9;6.4;FI0009007694;SANOMA:FI
2017;1435;-7.7;966;67.3;168;11.7;-1.00;-253.8;0.20;100.0;-7.8;-21.1;-14.6;FI0009007694;SANOMA:FI
2018;891;-37.9;609;68.3;94;10.6;0.76;176.0;0.35;75.0;8.0;21.4;13.0;FI0009007694;SANOMA:FI
2019;913;2.4;630;69.0;97;10.6;0.07;-90.8;0.45;28.6;0.7;2.0;1.0;FI0009007694;SANOMA:FI
2020;1062;16.3;705;66.4;101;9.6;1.51;2,057.1;0.50;11.1;12.2;39.1;17.8;FI0009007694;SANOMA:FI
2021;1252;17.9;834;66.7;140;11.1;0.61;-59.6;0.52;4.0;5.0;14.0;7.1;FI0009007694;SANOMA:FI
2012;10815;-1.4;3841;35.5;437;4.0;0.61;41.9;0.30;20.0;3.6;8.1;7.4;FI0009005961;STERV:FI
2013;10563;-2.3;4013;38.0;452;4.3;-0.07;-111.5;0.30;-;-0.4;-1.0;-0.9;FI0009005961;STERV:FI
2014;10213;-3.3;3858;37.8;455;4.5;0.13;285.7;0.30;-;0.8;1.9;1.7;FI0009005961;STERV:FI
2015;10040;-1.7;3961;39.5;723;7.2;1.02;684.6;0.30;-;6.4;15.0;13.3;FI0009005961;STERV:FI
2016;9802;-2.4;3717;37.9;469;4.8;0.59;-42.2;0.33;10.0;3.8;8.1;7.3;FI0009005961;STERV:FI
2017;10045;2.5;4056;40.4;1127;11.2;0.79;33.9;0.37;12.1;5.2;10.5;9.5;FI0009005961;STERV:FI
2018;10486;4.4;4386;41.8;1197;11.4;1.28;62.0;0.41;10.8;8.2;15.8;14.4;FI0009005961;STERV:FI
2019;10055;-4.1;4431;44.1;1058;10.5;1.12;-12.5;0.50;22.0;6.3;12.4;11.5;FI0009005961;STERV:FI
2020;8553;-14.9;3854;45.1;924;10.8;0.79;-29.5;0.30;-40.0;3.9;7.7;6.0;FI0009005961;STERV:FI
2021;10164;18.8;4678;46.0;1420;14.0;1.60;102.5;0.30;-;6.9;13.0;9.3;FI0009005961;STERV:FI
2012;1825;-0.2;424;23.2;81;4.4;0.41;-51.2;0.75;7.1;2.4;5.4;4.2;FI0009000277;TIETO:FI
2013;1607;-12.0;398;24.8;85;5.3;0.86;109.8;0.83;10.7;5.5;12.0;9.6;FI0009000277;TIETO:FI
2014;1523;-5.2;416;27.3;91;6.0;0.48;-44.2;0.90;8.4;3.3;7.1;5.7;FI0009000277;TIETO:FI
2015;1460;-4.1;377;25.8;113;7.8;1.23;156.3;1.00;11.1;8.5;19.0;14.6;FI0009000277;TIETO:FI
2016;1493;2.2;403;27.0;134;9.0;1.46;18.7;1.10;10.0;9.9;22.1;16.3;FI0009000277;TIETO:FI
2017;1543;3.4;398;25.8;129;8.3;1.46;-;1.15;4.5;9.7;22.3;15.7;FI0009000277;TIETO:FI
2018;1600;3.6;490;30.7;139;8.7;1.66;13.7;1.20;4.3;10.5;25.7;16.4;FI0009000277;TIETO:FI
2019;1734;8.4;487;28.1;116;6.7;1.02;-38.6;1.25;4.2;3.1;7.3;4.3;FI0009000277;TIETO:FI
2020;2786;60.7;583;20.9;173;6.2;0.80;-21.6;0.64;-49.2;2.5;5.7;3.4;FI0009000277;TIETO:FI
2021;2823;1.3;660;23.4;274;9.7;2.46;207.5;1.32;107.9;8.1;16.9;10.7;FI0009000277;TIETO:FI
2014;474;-;262;55.3;10;2.1;-0.27;-;-;-;-;-;-;FI4000252127;TTALO:FI
2015;506;6.6;272;53.7;21;4.1;0.00;101.5;-;-;0.2;0.5;0.2;FI4000252127;TTALO:FI
2016;547;8.2;288;52.6;25;4.6;0.11;2,650.0;-;-;1.7;5.6;2.2;FI4000252127;TTALO:FI
2017;690;26.1;365;53.0;32;4.6;0.06;-45.5;-;-;0.9;2.1;1.1;FI4000252127;TTALO:FI
2018;745;8.0;393;52.8;65;8.8;0.54;800.0;0.06;-;6.7;14.2;8.1;FI4000252127;TTALO:FI
2019;1031;38.4;558;54.1;81;7.9;0.42;-22.2;0.20;233.3;4.3;10.3;5.3;FI4000252127;TTALO:FI
2020;986;-4.3;539;54.6;66;6.7;0.36;-14.3;0.13;-35.0;3.4;8.2;4.2;FI4000252127;TTALO:FI
2021;1155;17.1;666;57.7;113;9.8;0.63;75.0;0.26;100.0;5.7;13.6;7.3;FI4000252127;TTALO:FI
2012;1612;10.7;712;44.1;414;25.7;2.46;6.0;1.20;84.6;17.0;25.2;19.2;FI0009005318;TYRES:FI
2013;1521;-5.7;701;46.1;383;25.2;1.39;-43.5;1.45;20.8;9.0;13.0;10.3;FI0009005318;TYRES:FI
2014;1389;-8.7;620;44.6;308;22.2;1.56;12.2;1.45;-;10.8;16.0;12.8;FI0009005318;TYRES:FI
2015;1360;-2.1;626;46.0;295;21.7;1.80;15.4;1.45;-;13.6;19.6;16.4;FI0009005318;TYRES:FI
2016;1391;2.3;667;48.0;310;22.3;1.86;3.3;1.50;3.4;13.5;18.7;16.0;FI0009005318;TYRES:FI
2017;1573;13.0;734;46.7;364;23.2;1.61;-13.4;1.53;2.0;11.5;15.1;13.5;FI0009005318;TYRES:FI
2018;1596;1.5;730;45.8;372;23.3;2.14;32.9;1.56;2.0;14.9;20.0;18.3;FI0009005318;TYRES:FI
2019;1585;-0.6;572;36.1;314;19.8;2.89;35.0;1.58;1.3;18.1;24.6;22.1;FI0009005318;TYRES:FI
2020;1314;-17.1;400;30.5;120;9.1;0.62;-78.5;1.14;-27.8;3.7;5.2;4.3;FI0009005318;TYRES:FI
2021;1714;30.5;552;32.2;267;15.6;1.49;140.3;1.20;5.3;8.7;13.1;10.7;FI0009005318;TYRES:FI
2012;10492;4.2;3709;35.4;479;4.6;-2.14;-346.0;0.60;9.1;-7.4;-15.0;-9.6;FI0009005987;UPM:FI
2013;10054;-4.2;3391;33.7;538;5.4;0.63;129.4;0.60;-;2.3;4.5;2.9;FI0009005987;UPM:FI
2014;9868;-1.9;3492;35.4;812;8.2;0.96;52.4;0.60;-;3.6;6.9;4.6;FI0009005987;UPM:FI
2015;10138;2.7;3850;38.0;1166;11.5;1.72;79.2;0.70;16.7;6.5;11.9;8.4;FI0009005987;UPM:FI
2016;9812;-3.2;4524;46.1;1025;10.4;1.65;-4.1;0.75;7.1;6.3;10.9;8.2;FI0009005987;UPM:FI
2017;10010;2.0;4642;46.4;1203;12.0;1.82;10.3;0.95;26.7;7.2;11.5;9.6;FI0009005987;UPM:FI
2018;10483;4.7;3123;29.8;1851;17.7;2.80;53.8;1.15;21.1;11.0;16.2;14.7;FI0009005987;UPM:FI
2019;10238;-2.3;3535;34.5;1321;12.9;1.99;-28.9;1.30;13.0;7.4;10.6;9.6;FI0009005987;UPM:FI
2020;8580;-16.2;2816;32.8;725;8.4;1.05;-47.2;1.30;-;3.8;5.7;4.8;FI0009005987;UPM:FI
2021;9814;14.4;3385;34.5;1428;14.6;2.41;129.5;1.30;-;7.9;12.5;10.1;FI0009005987;UPM:FI
2012;812;0.6;311;38.3;58;7.1;0.45;1,400.0;0.35;-36.4;6.5;15.6;10.2;FI0009002158;UPONOR:FI
2013;906;11.6;320;35.3;51;5.6;0.38;-15.6;0.38;8.6;4.8;11.2;6.8;FI0009002158;UPONOR:FI
2014;1024;13.0;340;33.2;63;6.1;0.50;31.6;0.38;-;5.4;12.5;7.2;FI0009002158;UPONOR:FI
2015;1051;2.6;370;35.2;72;6.9;0.51;2.0;0.42;10.5;5.4;12.3;7.4;FI0009002158;UPONOR:FI
2016;1099;4.6;376;34.2;74;6.7;0.58;13.7;0.44;4.8;5.7;13.2;7.8;FI0009002158;UPONOR:FI
2017;1170;6.5;394;33.7;94;8.1;0.83;43.1;0.46;4.5;7.4;17.9;9.8;FI0009002158;UPONOR:FI
2018;1196;2.2;401;33.5;94;7.8;0.72;-13.3;0.49;6.5;6.4;15.0;8.4;FI0009002158;UPONOR:FI
2019;1103;-7.8;382;34.6;90;8.1;0.72;-;0.51;4.1;6.5;14.4;8.6;FI0009002158;UPONOR:FI
2020;1136;3.0;429;37.8;132;11.6;1.21;68.1;0.53;3.9;10.4;22.4;14.1;FI0009002158;UPONOR:FI
2021;1313;15.6;485;36.9;154;11.7;1.33;9.9;0.57;7.5;10.6;21.4;15.1;FI0009002158;UPONOR:FI
2012;293;7.2;145;49.5;30;10.2;0.60;108.8;0.33;-;8.5;11.7;11.6;FI0009900682;VAIAS:FI
2013;273;-6.9;134;49.2;21;7.7;0.30;-49.6;0.45;38.5;4.5;6.3;6.3;FI0009900682;VAIAS:FI
2014;300;9.7;153;51.1;26;8.8;0.65;115.0;0.45;-;10.0;14.2;14.2;FI0009900682;VAIAS:FI
2015;319;6.3;163;51.1;31;9.8;0.76;17.1;0.45;-;10.8;15.7;15.7;FI0009900682;VAIAS:FI
2016;319;0.2;165;51.6;24;7.4;0.52;-31.8;0.48;5.6;7.2;10.5;10.5;FI0009900682;VAIAS:FI
2017;333;4.2;174;52.4;42;12.5;0.75;45.6;0.50;5.3;10.3;14.9;14.9;FI0009900682;VAIAS:FI
2018;349;4.9;185;53.0;37;10.7;0.81;8.0;1.10;120.0;9.7;16.0;14.4;FI0009900682;VAIAS:FI
2019;404;15.7;221;54.8;43;10.6;0.93;14.8;0.58;-47.3;9.6;17.6;14.2;FI0009900682;VAIAS:FI
2020;380;-6.0;213;56.1;44;11.6;0.91;-2.2;0.61;5.2;9.2;16.2;12.9;FI0009900682;VAIAS:FI
2021;438;15.4;242;55.2;55;12.6;1.07;17.6;0.61;-;10.3;17.9;14.5;FI0009900682;VAIAS:FI
2012;3014;11.5;609;20.2;151;5.0;0.51;-29.3;-;-;2.5;18.3;6.2;FI4000074984;VALMT:FI
2013;2613;-13.3;441;16.9;-28;-1.1;-0.42;-182.4;-;-;-2.4;-10.2;-5.6;FI4000074984;VALMT:FI
2014;2473;-5.4;469;19.0;67;2.7;0.31;173.8;0.15;-;1.9;5.7;4.8;FI4000074984;VALMT:FI
2015;2928;18.4;637;21.8;118;4.0;0.51;64.5;0.25;66.7;2.9;9.3;7.4;FI4000074984;VALMT:FI
2016;2926;-0.1;667;22.8;155;5.3;0.55;7.8;0.35;40.0;2.8;9.4;6.7;FI4000074984;VALMT:FI
2017;3058;4.5;696;22.8;175;5.7;0.81;47.3;0.42;20.0;4.1;13.4;10.3;FI4000074984;VALMT:FI
2018;3325;8.7;764;23.0;218;6.6;1.01;24.7;0.55;31.0;5.2;16.3;13.2;FI4000074984;VALMT:FI
2019;3547;6.7;859;24.2;268;7.6;1.35;33.7;0.65;18.2;6.2;20.2;16.4;FI4000074984;VALMT:FI
2020;3741;5.5;897;24.0;321;8.6;1.54;14.1;0.80;23.1;6.2;21.1;15.8;FI4000074984;VALMT:FI
2021;3936;5.2;993;25.2;402;10.2;1.98;28.6;0.90;12.5;7.1;23.9;17.3;FI4000074984;VALMT:FI
2012;4724;12.2;2181;46.2;464;9.8;0.57;19.4;0.30;-48.5;7.0;19.6;13.7;FI0009003727;WRT1V:FI
2013;4608;-2.5;2152;46.7;507;11.0;0.66;15.2;0.33;11.0;7.6;21.3;15.0;FI0009003727;WRT1V:FI
2014;4779;3.7;2161;45.2;489;10.2;0.59;-11.1;0.35;5.1;6.6;17.8;13.1;FI0009003727;WRT1V:FI
2015;5030;5.3;2356;46.8;563;11.2;0.75;27.8;0.38;9.4;8.2;20.9;15.5;FI0009003727;WRT1V:FI
2016;4800;-4.6;2315;48.2;519;10.8;0.60;-20.4;0.40;4.4;6.4;15.4;11.8;FI0009003727;WRT1V:FI
2017;4911;2.3;2390;48.7;516;10.5;0.63;5.5;0.43;8.2;6.8;16.0;12.5;FI0009003727;WRT1V:FI
2018;5174;5.4;2400;46.4;498;9.6;0.65;3.2;0.92;112.5;6.6;16.1;12.3;FI0009003727;WRT1V:FI
2019;5170;-0.1;2322;44.9;361;7.0;0.37;-43.1;0.48;-47.8;3.5;9.0;6.4;FI0009003727;WRT1V:FI
2020;4604;-10.9;1968;42.7;240;5.2;0.23;-37.8;0.48;-;2.1;5.8;3.8;FI0009003727;WRT1V:FI
2021;4778;3.8;2086;43.7;314;6.6;0.33;43.5;0.20;-58.3;3.0;8.6;5.7;FI0009003727;WRT1V:FI
2012;1989;-54.6;1713;86.1;190;9.5;1.13;14.1;0.70;7.7;3.9;14.6;7.4;FI0009800643;YIT:FI
2013;1743;-12.4;1558;89.4;94;5.4;2.85;152.2;0.75;7.1;11.5;42.0;20.5;FI0009800643;YIT:FI
2014;1779;2.0;1476;83.0;85;4.8;0.44;-84.6;0.38;-49.3;2.3;9.1;3.8;FI0009800643;YIT:FI
2015;1732;-2.6;1383;79.8;72;4.1;0.37;-15.9;0.18;-52.6;2.2;9.0;3.6;FI0009800643;YIT:FI
2016;1678;-3.1;1446;86.2;8;0.5;-0.06;-116.2;0.22;22.2;-0.3;-1.3;-0.6;FI0009800643;YIT:FI
2017;1994;18.8;1635;82.0;52;2.6;0.44;833.3;0.22;-;2.5;10.0;4.7;FI0009800643;YIT:FI
2018;3139;57.4;2542;81.0;57;1.8;0.19;-56.8;0.25;13.6;1.4;4.9;2.5;FI0009800643;YIT:FI
2019;3392;8.1;2663;78.5;-12;-0.4;0.07;-63.2;0.27;8.0;0.4;1.4;0.8;FI0009800643;YIT:FI
2020;3069;-9.5;2495;81.3;12;0.4;0.13;85.7;0.28;3.7;0.8;2.7;1.3;FI0009800643;YIT:FI
2021;2856;-6.9;2241;78.5;41;1.4;-;-100.0;0.14;-50.0;0.1;0.4;0.2;FI0009800643;YIT:FI
2012;320;1.2;235;73.5;27;8.3;0.22;-43.6;0.40;-42.9;7.5;18.4;11.5;FI0009013114;ALMA:FI
2013;300;-6.2;221;73.5;18;6.1;0.20;-9.1;0.10;-75.0;5.8;17.4;8.3;FI0009013114;ALMA:FI
2014;295;-1.6;218;73.8;18;6.0;0.19;-5.0;0.10;-;5.4;14.8;7.2;FI0009013114;ALMA:FI
2015;292;-1.3;222;76.2;15;5.0;0.13;-31.6;0.12;20.0;3.4;8.5;4.6;FI0009013114;ALMA:FI
2016;353;21.2;279;79.0;25;7.2;0.20;53.8;0.12;-;5.2;12.7;7.3;FI0009013114;ALMA:FI
2017;367;4.0;293;79.7;44;11.9;0.39;95.0;0.16;33.3;9.7;21.7;13.7;FI0009013114;ALMA:FI
2018;255;-30.7;214;84.1;46;18.1;0.50;28.2;0.24;50.0;12.3;24.2;16.8;FI0009013114;ALMA:FI
2019;250;-1.8;212;84.7;49;19.7;0.50;-;0.35;45.8;11.3;21.7;15.9;FI0009013114;ALMA:FI
2020;230;-8.0;198;85.8;41;17.6;1.11;122.0;0.40;14.3;25.4;45.8;35.4;FI0009013114;ALMA:FI
2021;275;19.6;240;87.1;57;20.6;0.52;-53.2;0.30;-25.0;10.2;23.5;13.3;FI0009013114;ALMA:FI
2015;381;-;133;35.0;22;5.9;0.50;-;-;-;-;-;-;FI4000292438;ANORA:FI
2016;357;-6.3;131;36.7;42;11.7;1.00;99.0;-;-;8.1;20.0;13.7;FI4000292438;ANORA:FI
2017;359;0.7;157;43.7;24;6.6;0.51;-49.2;-;-;4.4;11.2;7.3;FI4000292438;ANORA:FI
2018;357;-0.5;151;42.1;18;5.0;0.42;-17.6;-;-;3.8;10.5;6.3;FI4000292438;ANORA:FI
2019;360;0.6;146;40.7;24;6.6;0.51;21.4;0.38;-;4.7;12.2;7.7;FI4000292438;ANORA:FI
2020;342;-4.8;150;43.8;22;6.4;0.49;-3.9;0.42;10.5;4.2;11.6;6.8;FI4000292438;ANORA:FI
2021;478;39.7;212;44.4;37;7.7;0.67;36.7;0.35;-16.7;3.7;9.3;5.8;FI4000292438;ANORA:FI
2012;482;1.1;118;24.6;7;1.4;0.36;-20.0;0.42;5.5;3.7;11.8;5.1;FI0009008072;ASPO:FI
2013;476;-1.1;122;25.6;10;2.1;0.28;-22.2;0.42;-;2.8;8.9;3.7;FI0009008072;ASPO:FI
2014;483;1.4;138;28.5;23;4.7;0.61;116.8;0.21;-50.0;6.1;17.8;8.0;FI0009008072;ASPO:FI
2015;446;-7.7;128;28.6;21;4.7;0.65;6.8;0.40;90.5;6.6;19.1;8.6;FI0009008072;ASPO:FI
2016;457;2.6;123;26.8;20;4.3;0.49;-24.4;0.41;2.5;5.2;14.6;6.8;FI0009008072;ASPO:FI
2017;502;9.8;132;26.2;22;4.3;0.56;14.3;0.42;2.4;6.2;17.1;8.0;FI0009008072;ASPO:FI
2018;541;7.7;159;29.3;25;4.6;0.42;-25.0;0.43;2.4;3.9;12.4;5.0;FI0009008072;ASPO:FI
2019;588;8.6;199;33.8;21;3.5;0.47;11.9;0.44;2.3;4.0;13.5;5.0;FI0009008072;ASPO:FI
2020;474;-19.3;179;37.7;17;3.5;0.39;-17.0;0.22;-50.0;3.4;11.4;4.2;FI0009008072;ASPO:FI
2021;573;20.9;224;39.0;41;7.1;0.76;94.9;0.35;59.1;6.4;20.8;8.4;FI0009008072;ASPO:FI
2012;1344;3.2;171;12.7;29;2.1;0.35;245.8;0.20;-20.0;0.9;2.3;1.2;FI0009006548;ATRAV:FI
2013;1411;5.0;174;12.3;34;2.4;-0.15;-142.9;0.22;10.0;-0.4;-1.0;-0.6;FI0009006548;ATRAV:FI
2014;1426;1.1;177;12.4;38;2.6;0.93;720.0;0.22;-;2.8;6.4;3.7;FI0009006548;ATRAV:FI
2015;1340;-6.0;163;12.2;25;1.9;0.49;-47.3;0.40;81.8;1.6;3.4;2.2;FI0009006548;ATRAV:FI
2016;1352;0.9;164;12.2;31;2.3;0.65;32.7;0.40;-;2.1;4.4;2.9;FI0009006548;ATRAV:FI
2017;1436;6.2;173;12.1;39;2.7;0.92;41.5;0.46;15.0;2.8;6.1;4.0;FI0009006548;ATRAV:FI
2018;1439;0.2;153;10.6;29;2.0;0.58;-37.0;0.50;8.7;1.8;3.8;2.5;FI0009006548;ATRAV:FI
2019;1451;0.9;163;11.2;32;2.2;0.54;-6.9;0.40;-20.0;1.7;3.5;2.3;FI0009006548;ATRAV:FI
2020;1504;3.6;166;11.1;41;2.7;0.81;50.0;0.42;5.0;2.5;5.2;3.4;FI0009006548;ATRAV:FI
2021;1540;2.4;177;11.5;50;3.2;-0.24;-129.6;0.50;19.0;-0.7;-1.5;-1.0;FI0009006548;ATRAV:FI
2012;114;5.5;51;44.6;8;7.3;0.46;-39.5;0.41;2.5;4.7;5.8;5.5;FI0009008403;BAS1V:FI
2013;123;8.5;50;40.2;2;1.5;0.20;-56.5;0.23;-43.9;2.0;2.6;2.4;FI0009008403;BAS1V:FI
2014;128;3.5;51;40.3;4;3.4;0.22;10.0;0.23;-;2.0;2.5;2.4;FI0009008403;BAS1V:FI
2015;143;12.3;57;39.8;5;3.3;0.22;-;0.10;-56.5;1.8;2.2;2.1;FI0009008403;BAS1V:FI
2016;149;3.6;46;31.1;-14;-9.6;-1.00;-554.5;-;-100.0;-7.0;-10.5;-8.9;FI0009008403;BAS1V:FI
2017;149;0.4;73;49.1;-9;-6.2;-0.80;20.0;-;-;-5.2;-9.5;-6.8;FI0009008403;BAS1V:FI
2018;141;-5.2;72;50.8;-14;-10.2;-0.49;38.8;-;-;-3.3;-6.3;-4.3;FI0009008403;BAS1V:FI
2019;148;4.9;77;51.8;-12;-8.3;-1.63;-232.7;-;-;-10.6;-22.9;-13.9;FI0009008403;BAS1V:FI
2020;152;2.2;86;56.5;5;3.6;-0.51;68.7;-;-;-3.3;-8.3;-4.4;FI0009008403;BAS1V:FI
2021;153;1.0;86;56.4;7;4.3;-0.99;-94.1;-;-;-6.4;-18.3;-9.0;FI0009008403;BAS1V:FI
2012;174;17.5;167;96.0;1;0.6;0.02;142.5;-;-;1.9;3.4;3.1;FI0009007264;BITTI:FI
2013;199;14.6;187;93.8;8;4.1;0.24;1,300.0;0.01;-;22.4;41.9;37.1;FI0009007264;BITTI:FI
2014;53;-73.5;46;87.1;1;1.5;0.10;-60.1;0.02;100.0;8.0;14.3;13.5;FI0009007264;BITTI:FI
2015;57;7.8;51;90.6;2;4.1;4.71;4,853.7;0.04;100.0;331.9;468.7;453.9;FI0009007264;BITTI:FI
2016;64;13.0;60;92.7;3;4.0;0.10;-97.9;0.05;25.0;2.2;2.6;2.6;FI0009007264;BITTI:FI
2017;52;-19.6;46;89.8;-6;-12.1;-0.09;-188.8;0.05;-;-2.1;-2.5;-2.5;FI0009007264;BITTI:FI
2018;63;21.7;53;84.3;3;4.4;0.11;229.9;-;-100.0;3.0;3.5;3.5;FI0009007264;BITTI:FI
2019;75;19.7;58;77.4;6;8.2;0.21;89.4;0.05;-;5.3;6.9;6.3;FI0009007264;BITTI:FI
2020;78;4.2;58;73.4;2;2.6;0.06;-71.5;-;-100.0;1.4;1.9;1.6;FI0009007264;BITTI:FI
2021;87;10.8;64;73.8;3;3.8;0.09;52.5;0.03;-;2.1;2.9;2.4;FI0009007264;BITTI:FI
2012;27;-15.8;13;47.3;-3;-10.8;0.00;-97.0;0.07;-41.7;2.0;3.2;2.3;FI0009009377;CAPMAN:FI
2013;30;9.0;16;54.9;2;7.0;-0.01;-500.0;-;-100.0;1.2;2.0;1.4;FI0009009377;CAPMAN:FI
2014;39;32.6;24;61.3;10;24.1;0.03;383.3;0.04;-;3.5;6.1;4.1;FI0009009377;CAPMAN:FI
2015;32;-19.5;17;53.5;4;13.0;0.06;70.6;0.06;50.0;4.6;9.3;5.2;FI0009009377;CAPMAN:FI
2016;27;-16.0;11;40.9;-4;-14.8;0.16;177.6;0.07;16.7;7.6;14.7;8.9;FI0009009377;CAPMAN:FI
2017;35;30.6;16;45.6;3;9.8;0.10;-36.6;0.09;28.6;6.7;11.5;8.1;FI0009009377;CAPMAN:FI
2018;34;-3.3;17;51.9;12;35.5;0.05;-47.1;0.11;22.2;3.9;6.5;4.5;FI0009009377;CAPMAN:FI
2019;49;45.4;28;58.1;24;48.2;0.09;66.7;0.06;-45.5;6.6;11.1;7.7;FI0009009377;CAPMAN:FI
2020;43;-12.2;24;56.2;12;28.7;0.03;-63.3;0.13;116.7;2.4;4.2;2.7;FI0009009377;CAPMAN:FI
2021;53;22.8;27;51.6;45;84.6;0.21;548.5;0.14;7.7;15.0;28.5;16.8;FI0009009377;CAPMAN:FI
2012;2803;-2.5;2003;71.5;52;1.9;0.32;-44.2;-;-;3.0;10.2;8.1;FI4000062781;CAV1V:FI
2013;2544;-9.3;1870;73.5;76;3.0;0.28;-12.5;-;-;2.7;11.1;7.5;FI4000062781;CAV1V:FI
2014;2407;-5.4;1744;72.5;42;1.8;0.22;-21.4;0.22;-;2.3;11.3;6.4;FI4000062781;CAV1V:FI
2015;2443;1.5;1779;72.8;62;2.5;0.37;68.2;0.22;-;4.1;19.0;12.6;FI4000062781;CAV1V:FI
2016;2364;-3.2;1716;72.6;-43;-1.8;-0.25;-167.6;0.28;27.3;-2.7;-15.2;-8.9;FI4000062781;CAV1V:FI
2017;2276;-3.7;1637;71.9;-42;-1.9;-0.24;4.0;-;-100.0;-2.4;-13.5;-7.9;FI4000062781;CAV1V:FI
2018;2204;-3.2;1634;74.1;-32;-1.5;-0.40;-66.7;-;-;-4.6;-19.7;-15.1;FI4000062781;CAV1V:FI
2019;2123;-3.7;1599;75.3;37;1.7;0.14;135.0;0.05;-;2.0;9.4;6.0;FI4000062781;CAV1V:FI
2020;2155;1.5;1626;75.5;27;1.3;0.05;-64.3;-;-100.0;0.7;4.0;2.0;FI4000062781;CAV1V:FI
2021;2140;-0.7;1616;75.5;54;2.5;0.17;240.0;0.10;-;1.9;12.6;5.9;FI4000062781;CAV1V:FI
2012;100;-17.6;29;28.7;-59;-58.3;0.18;117.6;0.10;-63.0;4.5;9.8;6.6;FI0009007983;DIGIA:FI
2013;100;-0.7;27;26.9;-61;-61.0;-0.19;-205.5;0.10;-;-4.6;-10.4;-7.2;FI0009007983;DIGIA:FI
2014;97;-2.3;20;20.5;4;4.4;0.13;169.6;-;-100.0;3.5;7.8;5.4;FI0009007983;DIGIA:FI
2015;81;-16.9;17;20.7;6;7.2;0.24;78.9;0.05;-;6.5;13.8;10.1;FI0009007983;DIGIA:FI
2016;86;6.8;15;17.8;5;6.3;3.83;1,509.2;0.08;58.3;106.1;216.8;160.8;FI0009007983;DIGIA:FI
2017;95;9.3;10;10.6;2;2.0;0.04;-99.0;0.08;-;1.3;2.5;1.8;FI0009007983;DIGIA:FI
2018;112;18.6;28;25.1;6;5.8;0.18;350.0;0.04;-47.4;5.4;10.2;7.8;FI0009007983;DIGIA:FI
2019;132;17.6;34;26.1;10;7.3;0.26;44.4;0.07;75.0;7.0;14.0;10.2;FI0009007983;DIGIA:FI
2020;139;5.5;37;26.4;14;10.1;0.39;50.0;0.10;42.9;9.0;18.7;13.1;FI0009007983;DIGIA:FI
2021;156;12.1;40;25.4;15;9.4;0.44;12.8;0.15;50.0;8.9;18.3;13.2;FI0009007983;DIGIA:FI
2012;-;-;-;-;-;-;-;-;-;-;-;-;-;FI4000123195;ENENTO:FI
2013;41;-;26;63.1;18;44.1;-0.49;-;-;-;-5.0;11.2;-5.2;FI4000123195;ENENTO:FI
2014;41;0.1;26;63.7;18;44.0;-0.14;71.4;-;-;-1.5;84.0;-1.6;FI4000123195;ENENTO:FI
2015;44;5.6;27;61.0;16;35.9;0.76;642.9;-;-;7.7;16.0;8.1;FI4000123195;ENENTO:FI
2016;49;12.5;29;59.3;19;38.4;1.01;32.9;1.00;-;9.8;19.6;10.4;FI4000123195;ENENTO:FI
2017;56;14.3;33;58.5;21;37.5;1.06;5.0;0.90;-10.0;10.1;20.1;10.7;FI4000123195;ENENTO:FI
2018;98;74.6;55;55.7;17;17.0;0.56;-47.2;0.95;5.6;3.1;5.4;3.4;FI4000123195;ENENTO:FI
2019;146;48.7;95;65.2;28;18.9;0.82;46.4;0.95;-;3.6;6.2;4.1;FI4000123195;ENENTO:FI
2020;151;3.7;101;66.9;30;19.5;0.81;-1.2;0.61;-35.8;3.5;6.2;4.1;FI4000123195;ENENTO:FI
