index;Revenue;"Revenue Growth";"Gross Profit";"Gross Margin ";"Operating Profit";"Operating Margin ";"Earnings Per Share";"EPS Growth";"Dividends Per Share";"Dividend Growth";"Return on Assets";"Return on Equity";"Return on Invested Capital";ISIN;ticker
2012;3327;6.0;634;19.1;147;4.4;1.45;-40.1;1.00;63.9;2.8;7.4;4.9;FI0009013429;CGCBV:FI
2013;3181;-4.4;583;18.3;130;4.1;0.89;-38.6;0.72;-28.0;1.7;4.5;2.7;FI0009013429;CGCBV:FI
2014;3358;5.6;635;18.9;139;4.1;1.11;24.7;0.42;-41.7;2.0;5.8;3.3;FI0009013429;CGCBV:FI
2015;3729;11.1;787;21.1;222;5.9;2.21;99.1;0.55;31.0;4.0;11.2;6.6;FI0009013429;CGCBV:FI
2016;3514;-5.8;840;23.9;244;6.9;1.94;-12.2;0.80;45.5;3.4;9.2;5.9;FI0009013429;CGCBV:FI
2017;3250;-7.5;852;26.2;254;7.8;2.05;5.7;0.95;18.8;3.6;9.4;6.2;FI0009013429;CGCBV:FI
2018;3304;1.7;814;24.6;242;7.3;1.65;-19.5;1.05;10.5;3.0;7.5;4.9;FI0009013429;CGCBV:FI
2019;3683;11.5;873;23.7;259;7.0;1.39;-15.8;1.10;4.8;2.3;6.3;3.9;FI0009013429;CGCBV:FI
2020;3263;-11.4;728;22.3;196;6.0;0.13;-90.6;1.20;9.1;0.2;0.6;0.3;FI0009013429;CGCBV:FI
2021;3315;1.6;733;22.1;203;6.1;3.82;2,838.5;1.08;-10.0;6.2;17.3;10.1;FI0009013429;CGCBV:FI
2012;239;10.2;162;67.7;137;57.3;1.07;436.2;0.16;-;2.8;7.9;4.3;FI4000369947;CTY1S:FI
2013;249;3.8;169;68.0;149;60.0;0.98;-8.3;0.18;11.9;3.3;8.3;5.0;FI4000369947;CTY1S:FI
2014;245;-1.3;169;69.1;150;61.1;0.75;-23.3;0.13;-25.3;2.8;5.8;3.0;FI4000369947;CTY1S:FI
2015;296;20.5;200;67.5;168;57.0;0.70;-6.7;0.67;406.8;2.8;5.6;3.1;FI4000369947;CTY1S:FI
2016;332;12.2;225;67.8;199;60.0;0.90;28.6;0.70;3.9;3.4;7.0;3.7;FI4000369947;CTY1S:FI
2017;338;1.9;229;67.6;201;59.6;0.50;-44.4;0.38;-46.4;1.8;3.9;2.0;FI4000369947;CTY1S:FI
2018;316;-6.5;215;68.0;188;59.5;0.09;-82.0;0.54;43.5;0.4;0.8;0.4;FI4000369947;CTY1S:FI
2019;309;-2.2;217;70.3;193;62.5;0.04;-55.6;0.65;20.8;0.2;0.4;0.2;FI4000369947;CTY1S:FI
2020;296;-4.4;206;69.6;181;61.1;-0.25;-725.0;0.54;-17.2;-0.6;-1.2;-0.7;FI4000369947;CTY1S:FI
2021;292;-1.1;202;69.2;176;60.1;0.54;316.0;0.50;-7.1;2.6;5.2;2.8;FI4000369947;CTY1S:FI
2012;1553;1.5;898;57.8;294;18.9;1.33;3.1;1.30;44.4;10.4;24.8;12.3;FI0009007884;ELISA:FI
2013;1547;-0.4;928;59.9;277;17.9;1.25;-6.0;1.30;-;9.1;23.0;10.7;FI0009007884;ELISA:FI
2014;1535;-0.8;929;60.5;297;19.3;1.41;12.8;1.30;-;9.8;25.8;11.6;FI0009007884;ELISA:FI
2015;1570;2.2;961;61.2;308;19.6;1.52;7.8;1.32;1.5;10.8;26.9;12.7;FI0009007884;ELISA:FI
2016;1636;4.2;1009;61.7;335;20.5;1.61;5.9;1.40;6.1;10.8;27.1;12.7;FI0009007884;ELISA:FI
2017;1787;9.3;1092;61.1;375;21.0;2.11;31.1;1.50;7.1;13.2;33.5;15.7;FI0009007884;ELISA:FI
2018;1832;2.5;1127;61.5;394;21.5;1.98;-6.2;1.65;10.0;12.0;29.2;14.3;FI0009007884;ELISA:FI
2019;1844;0.7;1151;62.4;389;21.1;1.90;-4.0;1.75;6.1;11.1;26.6;13.1;FI0009007884;ELISA:FI
2020;1895;2.8;1181;62.3;405;21.4;2.05;7.9;1.85;5.7;11.2;28.1;13.2;FI0009007884;ELISA:FI
2021;1998;5.5;1235;61.8;422;21.1;2.15;4.9;1.95;5.4;11.3;28.8;13.4;FI0009007884;ELISA:FI
2012;6159;-0.0;3331;54.1;1999;32.5;1.59;-20.1;1.00;-;6.0;13.6;7.4;FI0009007132;FORTUM:FI
2013;5309;-13.8;2872;54.1;1621;30.5;1.36;-14.5;1.00;-;5.0;11.6;6.1;FI0009007132;FORTUM:FI
2014;4088;-23.0;2192;53.6;1288;31.5;3.55;161.0;1.10;10.0;14.1;30.0;16.9;FI0009007132;FORTUM:FI
2015;3459;-15.4;1873;54.1;1026;29.7;4.66;31.3;1.10;-;18.7;33.4;21.8;FI0009007132;FORTUM:FI
2016;3633;5.0;1708;47.0;856;23.6;0.56;-88.0;1.10;-;2.2;3.6;2.6;FI0009007132;FORTUM:FI
2017;4522;24.5;2095;46.3;1110;24.5;0.98;75.0;1.10;-;4.0;6.5;4.7;FI0009007132;FORTUM:FI
2018;5241;15.9;2316;44.2;1259;24.0;0.95;-3.1;1.10;-;3.8;6.6;4.6;FI0009007132;FORTUM:FI
2019;5447;3.9;2726;50.0;1671;30.7;1.67;75.8;1.10;-;6.5;11.7;7.7;FI0009007132;FORTUM:FI
2020;49015;799.9;4717;9.6;2184;4.5;2.05;22.8;1.10;-;4.5;12.7;7.5;FI0009007132;FORTUM:FI
2021;112400;129.3;7230;6.4;4086;3.6;0.83;-59.5;1.12;1.8;0.7;5.1;2.4;FI0009007132;FORTUM:FI
2012;748;0.7;275;36.7;63;8.5;2.18;14.1;0.62;3.3;19.1;30.5;25.2;FI0009000400;FSKRS:FI
2013;799;6.8;323;40.5;60;7.6;1.14;-47.7;0.65;4.8;9.5;15.0;12.5;FI0009000400;FSKRS:FI
2014;767;-3.9;310;40.4;49;6.4;9.44;728.1;0.67;3.1;58.8;86.6;73.2;FI0009000400;FSKRS:FI
2015;1107;44.3;420;38.0;49;4.4;1.04;-89.0;0.68;1.5;5.0;7.3;6.1;FI0009000400;FSKRS:FI
2016;1205;8.8;503;41.7;74;6.1;0.78;-25.0;0.70;2.9;3.6;5.3;4.5;FI0009000400;FSKRS:FI
2017;1186;-1.6;512;43.2;95;8.0;2.04;161.5;1.06;51.4;9.2;13.4;11.5;FI0009000400;FSKRS:FI
2018;1119;-5.7;485;43.4;90;8.0;1.00;-51.0;0.72;-32.1;4.6;6.6;5.7;FI0009000400;FSKRS:FI
2019;1090;-2.5;447;41.0;60;5.5;0.63;-37.0;0.27;-62.5;3.4;5.2;4.3;FI0009000400;FSKRS:FI
2020;1116;2.4;452;40.5;104;9.4;0.83;31.7;0.56;107.4;5.0;8.9;6.9;FI0009000400;FSKRS:FI
2021;1254;12.4;540;43.0;142;11.3;1.06;27.7;0.60;7.1;6.2;11.0;9.0;FI0009000400;FSKRS:FI
2012;2321;13.6;372;16.0;157;6.8;1.18;47.5;0.46;4.5;6.2;15.5;10.8;FI0009000459;HUH1V:FI
2013;2161;-6.9;325;15.0;142;6.5;0.91;-22.9;0.56;21.7;4.5;11.7;6.7;FI0009000459;HUH1V:FI
2014;2236;3.5;349;15.6;169;7.6;1.33;46.2;0.57;1.8;6.2;16.3;9.3;FI0009000459;HUH1V:FI
2015;2726;21.9;471;17.3;212;7.8;1.42;6.8;0.60;5.3;6.1;15.2;9.3;FI0009000459;HUH1V:FI
2016;2865;5.1;509;17.8;256;8.9;1.80;26.8;0.66;10.0;7.0;16.9;10.6;FI0009000459;HUH1V:FI
2017;2989;4.3;506;16.9;256;8.6;1.85;2.8;0.73;10.6;6.7;16.2;9.8;FI0009000459;HUH1V:FI
2018;3104;3.8;473;15.2;207;6.7;1.49;-19.5;0.80;9.6;5.0;12.6;7.1;FI0009000459;HUH1V:FI
2019;3399;9.5;583;17.1;283;8.3;1.82;22.1;0.84;5.0;5.5;14.1;7.7;FI0009000459;HUH1V:FI
2020;3302;-2.9;553;16.7;248;7.5;1.69;-7.1;0.89;6.0;4.9;12.6;6.8;FI0009000459;HUH1V:FI
2021;3575;8.3;595;16.6;285;8.0;1.91;13.0;0.92;3.4;4.9;13.4;6.7;FI0009000459;HUH1V:FI
2012;2171;14.5;1107;51.0;135;6.2;1.46;32.7;1.00;-;5.6;18.7;11.0;FI0009005870;KCR:FI
2013;2099;-3.3;1075;51.2;101;4.8;0.85;-41.8;1.05;5.0;3.2;10.8;6.6;FI0009005870;KCR:FI
2014;2011;-4.2;1073;53.4;116;5.7;1.28;50.6;1.05;-;5.0;16.6;10.7;FI0009005870;KCR:FI
2015;2126;5.7;1156;54.4;85;4.0;0.53;-58.6;1.05;-;2.1;6.8;4.3;FI0009005870;KCR:FI
2016;2117;-0.4;1137;53.7;134;6.3;0.64;20.8;1.05;-;2.5;8.3;5.0;FI0009005870;KCR:FI
2017;3135;48.1;1725;55.0;323;10.3;2.89;351.6;1.05;-;8.9;26.2;16.0;FI0009005870;KCR:FI
2018;3154;0.6;1782;56.5;178;5.6;1.29;-55.4;1.20;14.3;2.9;7.9;4.9;FI0009005870;KCR:FI
2019;3324;5.4;1819;54.7;146;4.4;1.03;-20.2;1.20;-;2.2;6.4;3.7;FI0009005870;KCR:FI
2020;3173;-4.5;1700;53.6;168;5.3;1.54;49.5;1.20;-;3.1;9.8;5.3;FI0009005870;KCR:FI
2021;3179;0.2;1766;55.5;213;6.7;1.86;20.8;0.88;-26.7;3.7;11.2;6.4;FI0009005870;KCR:FI
2012;2241;1.5;983;43.8;65;2.9;0.12;-86.5;0.53;10.4;0.7;1.3;0.9;FI0009004824;KEMIRA:FI
2013;2229;-0.5;788;35.3;91;4.1;-0.21;-275.0;0.53;-;-1.4;-2.6;-1.7;FI0009004824;KEMIRA:FI
2014;2137;-4.1;766;35.8;106;4.9;0.59;381.0;0.53;-;4.0;7.9;5.2;FI0009004824;KEMIRA:FI
2015;2373;11.1;903;38.0;132;5.5;0.47;-20.3;0.53;-;2.9;6.0;3.8;FI0009004824;KEMIRA:FI
2016;2363;-0.4;928;39.3;150;6.3;0.60;27.7;0.53;-;3.5;7.7;4.6;FI0009004824;KEMIRA:FI
2017;2486;5.2;937;37.7;139;5.6;0.52;-13.3;0.53;-;3.0;6.7;3.9;FI0009004824;KEMIRA:FI
2018;2593;4.3;1169;45.1;159;6.1;0.58;11.5;0.53;-;3.3;7.5;4.3;FI0009004824;KEMIRA:FI
2019;2659;2.5;1274;47.9;193;7.3;0.72;24.1;0.53;-;3.9;9.1;5.2;FI0009004824;KEMIRA:FI
2020;2427;-8.7;1235;50.9;214;8.8;0.86;19.4;0.56;5.7;4.6;10.8;6.1;FI0009004824;KEMIRA:FI
2021;2674;10.2;1234;46.2;170;6.4;0.70;-18.6;0.58;3.6;3.6;8.5;4.9;FI0009004824;KEMIRA:FI
2012;9686;2.4;1319;13.6;168;1.7;0.32;-31.5;0.30;-7.7;2.9;5.5;4.4;FI0009007900;KESKOA:FI
2013;9315;-3.8;1281;13.8;194;2.1;0.44;39.0;0.30;-;4.0;7.5;5.8;FI0009007900;KESKOA:FI
2014;9071;-2.6;1238;13.7;94;1.0;0.24;-44.5;0.35;16.7;2.2;4.2;3.3;FI0009007900;KESKOA:FI
2015;8679;-4.3;1139;13.1;178;2.1;0.26;6.2;0.38;7.1;2.4;4.5;3.6;FI0009007900;KESKOA:FI
2016;10181;17.3;1462;14.4;165;1.6;0.25;-3.9;0.63;66.7;2.3;4.5;3.5;FI0009007900;KESKOA:FI
2017;10492;3.1;1466;14.0;218;2.1;0.65;161.3;0.50;-20.0;4.7;12.3;7.0;FI0009007900;KESKOA:FI
2018;10383;-1.0;1393;13.4;352;3.4;0.40;-38.6;0.55;10.0;2.5;7.7;3.5;FI0009007900;KESKOA:FI
2019;10720;3.3;1530;14.3;400;3.7;0.86;116.1;0.59;6.4;5.1;16.3;7.2;FI0009007900;KESKOA:FI
2020;10669;-0.5;1514;14.2;497;4.7;1.09;26.7;0.63;7.7;6.4;20.0;9.2;FI0009007900;KESKOA:FI
2021;11300;5.9;1648;14.6;701;6.2;1.44;32.1;0.75;19.0;8.4;24.2;12.7;FI0009007900;KESKOA:FI
2012;9686;2.4;1319;13.6;168;1.7;0.32;-31.5;0.30;-7.7;2.9;5.5;4.4;FI0009000202;KESKOB:FI
2013;9315;-3.8;1281;13.8;194;2.1;0.44;39.0;0.30;-;4.0;7.5;5.8;FI0009000202;KESKOB:FI
2014;9071;-2.6;1238;13.7;94;1.0;0.24;-44.5;0.35;16.7;2.2;4.2;3.3;FI0009000202;KESKOB:FI
2015;8679;-4.3;1139;13.1;178;2.1;0.26;6.2;0.38;7.1;2.4;4.5;3.6;FI0009000202;KESKOB:FI
2016;10181;17.3;1462;14.4;165;1.6;0.25;-3.9;0.63;66.7;2.3;4.5;3.5;FI0009000202;KESKOB:FI
2017;10492;3.1;1466;14.0;218;2.1;0.65;161.3;0.50;-20.0;4.7;12.3;7.0;FI0009000202;KESKOB:FI
2018;10383;-1.0;1393;13.4;352;3.4;0.40;-38.6;0.55;10.0;2.5;7.7;3.5;FI0009000202;KESKOB:FI
2019;10720;3.3;1530;14.3;400;3.7;0.86;116.1;0.59;6.4;5.1;16.3;7.2;FI0009000202;KESKOB:FI
2020;10669;-0.5;1514;14.2;497;4.7;1.09;26.7;0.63;7.7;6.4;20.0;9.2;FI0009000202;KESKOB:FI
2021;11300;5.9;1648;14.6;701;6.2;1.44;32.1;0.75;19.0;8.4;24.2;12.7;FI0009000202;KESKOB:FI
2012;6277;20.1;920;14.6;829;13.2;1.17;-6.8;0.70;55.6;12.2;31.6;30.6;FI0009013403;KNEBV:FI
2013;6933;10.4;1049;15.1;954;13.8;1.36;16.2;0.88;25.0;13.4;39.4;38.3;FI0009013403;KNEBV:FI
2014;7335;5.8;1036;14.1;1036;14.1;1.47;8.1;1.00;14.3;12.9;39.9;38.5;FI0009013403;KNEBV:FI
2015;8647;17.9;1241;14.4;1241;14.4;2.00;36.1;1.20;20.0;14.9;44.5;43.0;FI0009013403;KNEBV:FI
2016;8784;1.6;1293;14.7;1293;14.7;1.99;-0.5;1.40;16.7;13.6;37.1;36.4;FI0009013403;KNEBV:FI
2017;8797;0.1;1192;13.6;1192;13.6;1.86;-6.5;1.55;10.7;12.7;32.0;30.7;FI0009013403;KNEBV:FI
2018;9071;3.1;1042;11.5;1042;11.5;1.63;-12.4;1.65;6.5;11.1;27.5;25.7;FI0009013403;KNEBV:FI
2019;9982;10.0;1192;11.9;1192;11.9;1.80;10.4;1.65;-;11.4;29.7;26.8;FI0009013403;KNEBV:FI
2020;9939;-0.4;5230;52.6;1213;12.2;1.81;0.6;1.70;3.0;10.8;29.4;26.4;FI0009013403;KNEBV:FI
2021;10514;5.8;5413;51.5;1275;12.1;1.96;8.3;1.75;2.9;11.0;31.7;28.5;FI0009013403;KNEBV:FI
2015;371;-;227;61.3;188;50.6;0.73;-;-;-;-;-;-;FI4000312251;KOJAMO:FI
2016;352;-5.2;222;63.2;185;52.7;0.94;29.7;-;-;5.3;12.9;6.4;FI4000312251;KOJAMO:FI
2017;337;-4.1;216;64.1;178;52.9;0.93;-1.1;-;-;4.5;10.9;5.1;FI4000312251;KOJAMO:FI
2018;359;6.5;234;65.2;196;54.5;0.93;-;-;-;4.3;10.1;4.8;FI4000312251;KOJAMO:FI
2019;375;4.6;247;65.9;210;55.9;3.34;259.1;0.29;-;13.7;30.3;15.6;FI4000312251;KOJAMO:FI
2020;384;2.3;258;67.1;221;57.6;1.27;-62.0;0.34;17.2;4.5;9.8;5.2;FI4000312251;KOJAMO:FI
2021;392;2.0;262;67.0;227;58.1;4.14;226.0;0.37;8.8;12.8;27.0;14.7;FI4000312251;KOJAMO:FI
2012;2108;-15.2;446;21.2;21;1.0;0.52;162.7;-;-;6.5;21.5;11.4;FI0009000640;METSA:FI
2013;2019;-4.2;455;22.6;62;3.1;0.19;-63.5;0.06;-;2.7;7.5;3.6;FI0009000640;METSA:FI
2014;2008;-0.5;490;24.4;61;3.0;0.20;5.3;0.09;50.0;3.2;8.1;4.5;FI0009000640;METSA:FI
2015;2008;-0.0;511;25.5;111;5.5;0.39;95.0;0.12;33.3;6.3;14.7;8.6;FI0009000640;METSA:FI
2016;1720;-14.3;440;25.6;78;4.6;0.25;-35.9;0.17;41.7;4.1;8.7;5.4;FI0009000640;METSA:FI
2017;1849;7.5;485;26.2;136;7.3;0.42;68.0;0.19;11.8;6.8;13.6;8.8;FI0009000640;METSA:FI
2018;1944;5.2;469;24.1;110;5.7;0.57;35.7;0.21;10.5;9.0;16.3;11.6;FI0009000640;METSA:FI
2019;1932;-0.6;470;24.3;104;5.4;0.41;-28.1;0.29;38.1;6.3;10.9;8.2;FI0009000640;METSA:FI
2020;1890;-2.2;556;29.4;215;11.4;0.48;17.1;0.24;-17.2;7.4;12.5;9.4;FI0009000640;METSA:FI
2021;2084;10.3;592;28.4;232;11.1;0.82;70.8;0.26;8.3;11.2;18.1;13.7;FI0009000640;METSA:FI
2012;2108;-15.2;446;21.2;21;1.0;0.52;162.7;-;-;6.5;21.5;11.4;FI0009000665;METSB:FI
2013;2019;-4.2;455;22.6;62;3.1;0.19;-63.5;0.06;-;2.7;7.5;3.6;FI0009000665;METSB:FI
2014;2008;-0.5;490;24.4;61;3.0;0.20;5.3;0.09;50.0;3.2;8.1;4.5;FI0009000665;METSB:FI
2015;2008;-0.0;511;25.5;111;5.5;0.39;95.0;0.12;37.9;6.3;14.7;8.6;FI0009000665;METSB:FI
2016;1720;-14.3;440;25.6;78;4.6;0.25;-35.9;0.17;41.7;4.1;8.7;5.4;FI0009000665;METSB:FI
2017;1849;7.5;485;26.2;136;7.3;0.42;68.0;0.19;11.8;6.8;13.6;8.8;FI0009000665;METSB:FI
2018;1944;5.2;469;24.1;110;5.7;0.57;35.7;0.21;10.5;9.0;16.3;11.6;FI0009000665;METSB:FI
2019;1932;-0.6;470;24.3;104;5.4;0.41;-28.1;0.29;38.1;6.3;10.9;8.2;FI0009000665;METSB:FI
2020;1890;-2.2;556;29.4;215;11.4;0.48;17.1;0.24;-17.2;7.4;12.5;9.4;FI0009000665;METSB:FI
2021;2084;10.3;592;28.4;232;11.1;0.82;70.8;0.26;8.3;11.2;18.1;13.7;FI0009000665;METSB:FI
2012;2087;50.6;434;20.8;179;8.6;0.70;59.8;0.21;13.3;8.4;29.3;24.6;FI0009014575;MOCORP:FI
2013;1912;-8.4;395;20.7;139;7.3;0.51;-27.1;0.30;40.8;5.8;19.4;14.3;FI0009014575;MOCORP:FI
2014;1403;-26.6;321;22.9;56;4.0;0.00;-99.8;0.20;-33.3;0.0;0.0;0.0;FI0009014575;MOCORP:FI
2015;1201;-14.4;335;27.9;51;4.3;-0.10;-10,100.0;0.10;-50.0;-1.2;-4.1;-2.4;FI0009014575;MOCORP:FI
2016;1058;-11.9;233;22.1;-22;-2.1;-0.42;-320.0;-;-100.0;-4.7;-15.4;-9.4;FI0009014575;MOCORP:FI
2017;1144;8.1;270;23.6;19;1.7;-0.03;92.9;-;-;0.2;0.6;0.4;FI0009014575;MOCORP:FI
2018;1198;4.7;199;16.6;-34;-2.8;-0.42;-1,300.0;-;-;-5.0;-15.9;-10.5;FI0009014575;MOCORP:FI
2019;2819;135.4;821;29.1;343;12.2;0.35;183.3;-;-;9.3;27.4;15.9;FI0009014575;MOCORP:FI
2020;3319;17.7;890;26.8;249;7.5;0.19;-45.7;0.10;-;3.1;8.4;4.9;FI0009014575;MOCORP:FI
2021;4236;27.6;1178;27.8;453;10.7;0.41;115.8;0.20;100.0;6.0;15.9;10.5;FI0009014575;MOCORP:FI
2012;17853;15.8;1335;7.5;237;1.3;0.20;-1.9;0.12;-;2.1;6.3;3.2;FI0009013296;NESTE:FI
2013;17238;-3.4;1318;7.6;570;3.3;0.68;235.0;0.13;8.5;7.2;19.1;10.9;FI0009013296;NESTE:FI
2014;15012;-12.9;750;5.0;93;0.6;0.07;-89.3;0.22;70.9;0.8;2.0;1.2;FI0009013296;NESTE:FI
2015;11131;-25.9;1235;11.1;570;5.1;0.73;895.9;0.22;-;8.4;19.4;11.8;FI0009013296;NESTE:FI
2016;11688;5.0;1803;15.4;1075;9.2;1.22;67.8;0.33;53.5;13.2;27.4;18.4;FI0009013296;NESTE:FI
2017;13217;13.1;1919;14.5;1154;8.7;1.18;-3.0;0.43;30.0;12.0;22.5;19.0;FI0009013296;NESTE:FI
2018;14919;12.9;1843;12.4;1019;6.8;1.01;-14.6;0.57;30.9;9.7;17.3;15.4;FI0009013296;NESTE:FI
2019;15925;6.7;3185;20.0;2321;14.6;2.32;129.7;0.76;34.0;19.9;33.9;27.7;FI0009013296;NESTE:FI
2020;11751;-26.2;1818;15.5;854;7.3;0.93;-59.9;0.92;21.1;7.3;12.0;10.0;FI0009013296;NESTE:FI
2021;15148;28.9;2813;18.6;1987;13.1;2.30;147.3;0.80;-13.0;15.9;27.4;22.5;FI0009013296;NESTE:FI
2012;15400;-3.6;5559;36.1;424;2.8;-0.84;-171.0;0.20;-50.0;-9.4;-26.8;-16.6;FI0009000681;NOKIA:FI
2013;11795;-23.4;4638;39.3;1202;10.2;-0.17;79.8;-;-100.0;-2.2;-7.7;-4.2;FI0009000681;NOKIA:FI
2014;11762;-0.3;4988;42.4;1544;13.1;0.85;600.0;0.11;-;15.0;45.2;27.8;FI0009000681;NOKIA:FI
2015;12560;6.8;5597;44.6;1826;14.5;0.63;-25.9;0.14;27.3;11.7;25.7;20.5;FI0009000681;NOKIA:FI
2016;23641;88.2;8524;36.1;-148;-0.6;-0.13;-120.6;0.16;14.3;-2.3;-4.9;-4.0;FI0009000681;NOKIA:FI
2017;23147;-2.1;9139;39.5;631;2.7;-0.26;-100.0;0.02;-89.4;-3.5;-8.0;-6.5;FI0009000681;NOKIA:FI
2018;22563;-2.5;8312;36.8;-97;-0.4;-0.06;76.9;0.19;1,017.6;-0.8;-2.1;-1.7;FI0009000681;NOKIA:FI
2019;23315;3.3;8264;35.4;505;2.2;0.00;101.7;0.10;-47.4;0.0;0.0;0.0;FI0009000681;NOKIA:FI
2020;21852;-6.3;8193;37.5;1021;4.7;-0.45;-45,100.0;-;-100.0;-6.7;-18.1;-12.8;FI0009000681;NOKIA:FI
2021;22202;1.6;8834;39.8;1790;8.1;0.29;164.4;-;-;4.3;10.8;7.7;FI0009000681;NOKIA:FI
2012;980;6.8;630;64.2;278;28.3;1.47;-1.3;1.30;8.3;25.6;41.0;33.6;FI0009014369;ORNAV:FI
2013;1007;2.7;613;60.9;265;26.3;1.46;-0.7;1.30;-;22.7;40.3;29.1;FI0009014369;ORNAV:FI
2014;1015;0.8;614;60.4;272;26.8;1.50;2.7;1.25;-3.8;21.3;41.1;27.8;FI0009014369;ORNAV:FI
2015;1016;0.0;610;60.0;268;26.4;1.48;-1.3;1.30;4.0;20.3;37.5;27.2;FI0009014369;ORNAV:FI
2016;1074;5.7;652;60.7;292;27.2;1.77;19.6;1.30;-;23.6;40.3;31.6;FI0009014369;ORNAV:FI
2017;1034;-3.7;616;59.6;284;27.4;1.61;-9.0;1.35;3.8;21.3;34.2;27.9;FI0009014369;ORNAV:FI
2018;978;-5.4;590;60.3;251;25.7;2.35;46.0;1.45;7.4;30.0;45.5;37.7;FI0009014369;ORNAV:FI
2019;1051;7.5;633;60.3;252;23.9;1.43;-39.1;1.50;3.4;18.4;25.8;23.4;FI0009014369;ORNAV:FI
2020;1078;2.6;644;59.7;276;25.6;1.56;9.1;1.50;-;20.4;29.1;27.1;FI0009014369;ORNAV:FI
2021;1041;-3.4;594;57.0;238;22.8;1.38;-11.5;1.50;-;17.4;26.2;22.9;FI0009014369;ORNAV:FI
2012;980;6.8;630;64.2;278;28.3;1.47;-1.3;1.30;8.3;25.6;41.0;33.6;FI0009014377;ORNBV:FI
2013;1007;2.7;613;60.9;265;26.3;1.46;-0.7;1.30;-;22.7;40.3;29.1;FI0009014377;ORNBV:FI
2014;1015;0.8;614;60.4;272;26.8;1.50;2.7;1.25;-3.8;21.3;41.1;27.8;FI0009014377;ORNBV:FI
2015;1016;0.0;610;60.0;268;26.4;1.48;-1.3;1.30;4.0;20.3;37.5;27.2;FI0009014377;ORNBV:FI
2016;1074;5.7;652;60.7;292;27.2;1.77;19.6;1.30;-;23.6;40.3;31.6;FI0009014377;ORNBV:FI
2017;1034;-3.7;616;59.6;284;27.4;1.61;-9.0;1.35;3.8;21.3;34.2;27.9;FI0009014377;ORNBV:FI
2018;978;-5.4;590;60.3;251;25.7;2.35;46.0;1.45;7.4;30.0;45.5;37.7;FI0009014377;ORNBV:FI
2019;1051;7.5;633;60.3;252;23.9;1.43;-39.1;1.50;3.4;18.4;25.8;23.4;FI0009014377;ORNBV:FI
2020;1078;2.6;644;59.7;276;25.6;1.56;9.1;1.50;-;20.4;29.1;27.1;FI0009014377;ORNBV:FI
2021;1041;-3.4;594;57.0;238;22.8;1.38;-11.5;1.50;-;17.4;26.2;22.9;FI0009014377;ORNBV:FI
2012;4538;-9.4;35;0.8;-280;-6.2;-4.02;25.8;-;-100.0;-7.2;-21.4;-9.9;FI0009002422;OUT1V:FI
2013;6745;48.6;-102;-1.5;-507;-7.5;-7.52;-87.0;-;-;-10.8;-41.2;-15.8;FI0009002422;OUT1V:FI
2014;6844;1.5;130;1.9;-201;-2.9;-1.24;83.5;-;-;-5.7;-21.6;-8.4;FI0009002422;OUT1V:FI
2015;6384;-6.7;111;1.7;-231;-3.6;0.23;118.5;-;-;1.6;4.3;2.3;FI0009002422;OUT1V:FI
2016;5690;-10.9;392;6.9;78;1.4;0.35;52.2;-;-;2.4;6.1;4.4;FI0009002422;OUT1V:FI
2017;6356;11.7;729;11.5;432;6.8;0.90;157.1;0.10;-;6.6;15.3;12.4;FI0009002422;OUT1V:FI
2018;6872;8.1;474;6.9;222;3.2;0.32;-64.4;0.25;150.0;2.2;4.8;3.3;FI0009002422;OUT1V:FI
2019;6403;-6.8;295;4.6;2;0.0;-0.18;-156.3;0.15;-40.0;-1.2;-2.8;-1.9;FI0009002422;OUT1V:FI
2020;5639;-11.9;236;4.2;-51;-0.9;-0.28;-55.6;-;-100.0;-2.0;-4.7;-3.0;FI0009002422;OUT1V:FI
2021;7709;36.7;977;12.7;720;9.3;1.17;517.9;-;-;9.0;20.2;14.7;FI0009002422;OUT1V:FI
2014;20;-;7;32.2;-2;-8.3;-0.09;-;;;-;-;-;FI4000198031;QTCOM:FI
2015;27;32.0;10;36.9;2;6.6;0.05;151.1;;;4.2;11.7;10.1;FI4000198031;QTCOM:FI
2016;32;20.3;10;30.3;-2;-5.4;-0.08;-273.9;;;-6.6;-20.3;-14.3;FI4000198031;QTCOM:FI
2017;36;11.9;35;96.9;-3;-8.8;-0.14;-75.0;;;-9.6;-22.6;-18.4;FI4000198031;QTCOM:FI
2018;46;25.7;44;96.2;-2;-5.1;-0.10;28.6;;;-6.3;-12.4;-12.2;FI4000198031;QTCOM:FI
2019;58;28.0;55;94.7;0;0.4;-0.01;90.0;;;-0.8;-2.0;-1.9;FI4000198031;QTCOM:FI
2020;79;36.1;75;94.4;17;21.4;0.51;5,200.0;;;23.0;54.8;50.6;FI4000198031;QTCOM:FI
2021;121;52.5;115;94.7;29;23.8;0.88;72.5;;;25.1;55.0;45.3;FI4000198031;QTCOM:FI
2012;21;-1.5;17;79.0;4;20.1;-0.01;-107.8;0.07;-;-1.2;-1.8;-1.6;FI0009010912;REG1V:FI
2013;14;-36.1;10;71.0;4;31.6;0.18;1,507.7;0.17;149.3;18.2;29.3;25.0;FI0009010912;REG1V:FI
2014;16;18.7;11;68.0;4;27.5;-0.03;-116.4;0.10;-40.1;-3.3;-5.1;-4.6;FI0009010912;REG1V:FI
